Symbol,Name,LastSale,MarketCap,MarketCap_Dollars,IPOyear,Sector,industry,Summary Quote
UMH^B,"UMH Properties, Inc.",26.05,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/umh^b
UMH^C,"UMH Properties, Inc.",25.1246,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/umh^c
UMH^D,"UMH Properties, Inc.",24.72,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/umh^d
UZA,United States Cellular Corporation,25.45,n/a,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,25.95,n/a,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,26.16,n/a,n/a,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/uzc
UNMA,Unum Group,25.9,n/a,n/a,2018,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/unma
UBP^G,Urstadt Biddle Properties Inc.,25.68,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ubp^g
UBP^H,Urstadt Biddle Properties Inc.,26.47,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ubp^h
VER^F,VEREIT Inc.,25.3,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ver^f
VCIF,Vertical Capital Income Fund,9,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/vcif
DYNC,Vistra Energy Corp.,97.2,n/a,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dync
VST.WS.A,Vistra Energy Corp.,n/a,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vst.ws.a
VNO^K,Vornado Realty Trust,25.3,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vno^k
VNO^L,Vornado Realty Trust,24.83,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vno^l
VNO^M,Vornado Realty Trust,24.44,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vno^m
VOYA^B,"Voya Financial, Inc.",25.36,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/voya^b
WRB^B,W.R. Berkley Corporation,25.66,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wrb^b
WRB^C,W.R. Berkley Corporation,25.8464,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wrb^c
WRB^D,W.R. Berkley Corporation,25.4542,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wrb^d
WRB^E,W.R. Berkley Corporation,26.02,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wrb^e
WPG^H,Washington Prime Group Inc.,20.65,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wpg^h
WPG^I,Washington Prime Group Inc.,18.7,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wpg^i
WSO.B,"Watsco, Inc.",n/a,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wso.b
WBS^F,Webster Financial Corporation,25.03,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wbs^f
WFC^L,Wells Fargo & Company,1356.45,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^l
WFC^N,Wells Fargo & Company,25.1,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^n
WFC^O,Wells Fargo & Company,25,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^o
WFC^P,Wells Fargo & Company,25,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^p
WFC^Q,Wells Fargo & Company,26.22,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^q
WFC^R,Wells Fargo & Company,28.6,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^r
WFC^T,Wells Fargo & Company,25.49,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^t
WFC^V,Wells Fargo & Company,26.05,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^v
WFC^W,Wells Fargo & Company,25.88,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^w
WFC^X,Wells Fargo & Company,25.3,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^x
WFC^Y,Wells Fargo & Company,25.8,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfc^y
WFE^A,Wells Fargo & Company,25.65,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wfe^a
WALA,Western Alliance Bancorporation,25.9787,n/a,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/wala
ZB^A,Zions Bancorporation N.A.,22.9487,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zb^a
ZB^G,Zions Bancorporation N.A.,27.5499,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zb^g
ZB^H,Zions Bancorporation N.A.,25.41,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zb^h
ZBK,Zions Bancorporation N.A.,28.3967,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zbk
BABA,Alibaba Group Holding Limited,168.1,434.88B,4.3488E+11,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
V,Visa Inc.,173.85,379.93B,3.7993E+11,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/v
JNJ,Johnson & Johnson,143.06,379.83B,3.7983E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
JPM,J P Morgan Chase & Co,108.66,352.49B,3.5249E+11,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
XOM,Exxon Mobil Corporation,76.95,325.58B,3.2558E+11,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/xom
WMT,Walmart Inc.,111.24,317.56B,3.1756E+11,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/wmt
PG,Procter & Gamble Company (The),112.33,281.76B,2.8176E+11,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/pg
MA,Mastercard Incorporated,265.3,270.98B,2.7098E+11,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ma
BAC,Bank of America Corporation,27.98,266.04B,2.6604E+11,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
DIS,Walt Disney Company (The),139.22,250.55B,2.5055E+11,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dis
PFE,"Pfizer, Inc.",43.76,243.3B,2.433E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe
VZ,Verizon Communications Inc.,58.27,240.99B,2.4099E+11,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vz
CVX,Chevron Corporation,124.91,237.94B,2.3794E+11,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx
T,AT&T Inc.,32.58,237.77B,2.3777E+11,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
UNH,UnitedHealth Group Incorporated,249.64,237.24B,2.3724E+11,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/unh
HD,"Home Depot, Inc. (The)",205.5,226.61B,2.2661E+11,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hd
KO,Coca-Cola Company (The),51.92,221.5B,2.215E+11,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ko
MRK,"Merck & Company, Inc.",85.51,220.16B,2.2016E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk
NVS,Novartis AG,92.8,212.91B,2.1291E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvs
BA,Boeing Company (The),373.99,210.42B,2.1042E+11,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/ba
WFC,Wells Fargo & Company,46.27,207.95B,2.0795E+11,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wfc
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,39.98,207.34B,2.0734E+11,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
ORCL,Oracle Corporation,56.74,189.27B,1.8927E+11,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl
CHL,China Mobile (Hong Kong) Ltd.,44.99,184.24B,1.8424E+11,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chl
TM,Toyota Motor Corp Ltd Ord,124.79,179.67B,1.7967E+11,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tm
BUD,Anheuser-Busch Inbev SA,90.08,176.24B,1.7624E+11,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud
FMX,Fomento Economico Mexicano S.A.B. de C.V.,97.07,173.67B,1.7367E+11,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fmx
HSBC,HSBC Holdings plc,41.06,166.19B,1.6619E+11,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc
UL,Unilever PLC,62.93,165.4B,1.654E+11,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ul
UN,Unilever NV,61.88,161.6B,1.616E+11,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/un
SAP,SAP SE,134.93,161.06B,1.6106E+11,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
C,Citigroup Inc.,67.41,155.88B,1.5588E+11,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c
MCD,McDonald&#39;s Corporation,203.92,155.7B,1.557E+11,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/mcd
ABT,Abbott Laboratories,84.71,149.44B,1.4944E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt
TOT,Total S.A.,55.75,145.36B,1.4536E+11,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot
BHP,BHP Group Limited,57.34,144.98B,1.4498E+11,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BP,BP p.l.c.,42.18,143.33B,1.4333E+11,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bp
MDT,Medtronic plc,99.16,132.99B,1.3299E+11,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/mdt
NKE,"Nike, Inc.",84.5,132.81B,1.3281E+11,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke
HON,Honeywell International Inc.,174.61,127.07B,1.2707E+11,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hon
IBM,International Business Machines Corporation,139.35,123.55B,1.2355E+11,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
NVO,Novo Nordisk A/S,51.29,121.8B,1.218E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvo
PM,Philip Morris International Inc,77.83,121.09B,1.2109E+11,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/pm
ACN,Accenture plc,186.11,118.71B,1.1871E+11,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
CRM,Salesforce.com Inc,152.56,118.47B,1.1847E+11,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
UNP,Union Pacific Corporation,167.25,118.39B,1.1839E+11,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/unp
TMO,Thermo Fisher Scientific Inc,295.55,118.21B,1.1821E+11,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tmo
HDB,HDFC Bank Limited,127.53,116.17B,1.1617E+11,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb
ABBV,AbbVie Inc.,78.45,115.98B,1.1598E+11,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv
RY,Royal Bank Of Canada,79.64,114.36B,1.1436E+11,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
UTX,United Technologies Corporation,130.18,112.33B,1.1233E+11,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/utx
LLY,Eli Lilly and Company,115.63,112.26B,1.1226E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly
LIN,Linde plc,203.38,110.39B,1.1039E+11,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lin
AZN,Astrazeneca PLC,41.49,108.85B,1.0885E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
PBR,Petroleo Brasileiro S.A.- Petrobras,16.59,108.2B,1.082E+11,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr
TD,Toronto Dominion Bank (The),58.3,106.65B,1.0665E+11,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td
AXP,American Express Company,124.14,103.67B,1.0367E+11,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
DEO,Diageo plc,174.55,103.58B,1.0358E+11,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo
RIO,Rio Tinto Plc,60.94,103.23B,1.0323E+11,2002,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
PTR,PetroChina Company Limited,55.74,102.02B,1.0202E+11,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ptr
DHR,Danaher Corporation,142.15,101.77B,1.0177E+11,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
LMT,Lockheed Martin Corporation,359.98,101.71B,1.0171E+11,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt
GSK,GlaxoSmithKline PLC,40.59,101.23B,1.0123E+11,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gsk
MMM,3M Company,173.38,99.94B,99940000000,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm
NEE,"NextEra Energy, Inc.",208.2,99.71B,99710000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee
AMT,American Tower Corporation (REIT),214.55,94.84B,94840000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
ITUB,Itau Unibanco Banco Holding SA,9.42,91.78B,91780000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
MO,Altria Group,48.49,90.72B,90720000000,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo
BSBR,Banco Santander Brasil SA,12.02,89.78B,89780000000,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
GE,General Electric Company,10.28,89.65B,89650000000,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ge
USB,U.S. Bancorp,52.3,83.26B,83260000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb
SNP,China Petroleum & Chemical Corporation,67.76,82.04B,82040000000,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/snp
BTI,British American Tobacco p.l.c.,35.2,80.74B,80740000000,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/bti
BBD,Banco Bradesco Sa,9.88,79.36B,79360000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
LOW,"Lowe&#39;s Companies, Inc.",99.02,78.81B,78810000000,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
CAT,"Caterpillar, Inc.",134.37,76.84B,76840000000,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cat
SYK,Stryker Corporation,204.48,76.44B,76440000000,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk
ABEV,Ambev S.A.,4.82,75.8B,75800000000,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev
ANTM,"Anthem, Inc.",290.53,74.72B,74720000000,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm
BMY,Bristol-Myers Squibb Company,45.68,74.72B,74720000000,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmy
UBER,"Uber Technologies, Inc.",43.09,73.06B,73060000000,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/uber
SAN,"Banco Santander, S.A.",4.48,72.74B,72740000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
MS,Morgan Stanley,43.07,72.45B,72450000000,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ms
GS,"Goldman Sachs Group, Inc. (The)",197.49,72.25B,72250000000,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gs
BLK,"BlackRock, Inc.",463.4,72.04B,72040000000,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/blk
VMW,"Vmware, Inc.",175.52,71.82B,71820000000,2007,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vmw
ENB,Enbridge Inc,35.11,71.06B,71060000000,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb
BBDO,Banco Bradesco Sa,8.72,70.04B,70040000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
LFC,China Life Insurance Company Limited,12.39,70.04B,70040000000,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/lfc
VALE,VALE S.A.,13.64,69.95B,69950000000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vale
UPS,"United Parcel Service, Inc.",99.72,69.56B,69560000000,1999,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ups
CVS,CVS Health Corporation,53.14,69.03B,69030000000,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CB,Chubb Limited,150.08,68.72B,68720000000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cb
COP,ConocoPhillips,60.52,68.4B,68400000000,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cop
WBK,Westpac Banking Corporation,19.76,67.99B,67990000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/wbk
BDX,"Becton, Dickinson and Company",249.98,67.43B,67430000000,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
EQNR,Equinor ASA,20.03,66.71B,66710000000,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/eqnr
CNI,Canadian National Railway Company,92.27,66.6B,66600000000,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/cni
BNS,Bank of Nova Scotia (The),54.35,66.44B,66440000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
SNE,Sony Corp Ord,53.15,66.41B,66410000000,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
DUK,Duke Energy Corporation,89.91,65.46B,65460000000,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
EPD,Enterprise Products Partners L.P.,29.3,64.12B,64120000000,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd
TJX,"TJX Companies, Inc. (The)",52.78,64B,64000000000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx
D,"Dominion Energy, Inc.",79.22,63.56B,63560000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
CL,Colgate-Palmolive Company,73.97,63.5B,63500000000,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/cl
CI,Cigna Corporation,160.46,60.89B,60890000000,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci
PNC,"PNC Financial Services Group, Inc. (The)",133.67,60.34B,60340000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnc
MUFG,Mitsubishi UFJ Financial Group Inc,4.65,60.26B,60260000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mufg
E,ENI S.p.A.,33.06,60.07B,60070000000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e
SO,Southern Company (The),56.28,58.55B,58550000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
BSX,Boston Scientific Corporation,42.01,58.42B,58420000000,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bsx
SPGI,S&P Global Inc.,228.85,56.34B,56340000000,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
CCI,Crown Castle International Corporation,135.15,56.19B,56190000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
PUK,Prudential Public Limited Company,43.05,55.96B,55960000000,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/puk
DD,"DuPont de Nemours, Inc.",74.7,55.93B,55930000000,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd
ECL,Ecolab Inc.,191.64,55.24B,55240000000,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl
NOC,Northrop Grumman Corporation,321.48,54.59B,54590000000,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc
ZTS,Zoetis Inc.,113.47,54.31B,54310000000,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zts
TAK,Takeda Pharmaceutical Company Limited,17.41,54.03B,54030000000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tak
GM,General Motors Company,36.96,53.65B,53650000000,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/gm
SLB,Schlumberger N.V.,38.65,53.53B,53530000000,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
BX,The Blackstone Group L.P.,44.4,53.12B,53120000000,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx
DE,Deere & Company,166.88,52.9B,52900000000,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
EOG,"EOG Resources, Inc.",90.56,52.55B,52550000000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog
NOW,"ServiceNow, Inc.",282.5,52.41B,52410000000,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SCHW,The Charles Schwab Corporation,39.15,52.27B,52270000000,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw
NSC,Norfolk Souther Corporation,193.25,51.4B,51400000000,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc
GD,General Dynamics Corporation,177.82,51.37B,51370000000,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/gd
RTN,Raytheon Company,184.02,51.26B,51260000000,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtn
PLD,"Prologis, Inc.",80.6,50.84B,50840000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pld
LYG,Lloyds Banking Group Plc,2.87,50.72B,50720000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
AMX,"America Movil, S.A.B. de C.V.",15.31,50.54B,50540000000,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
AMOV,"America Movil, S.A.B. de C.V.",15.3,50.5B,50500000000,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
SPG,"Simon Property Group, Inc.",162.03,50.07B,50070000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SU,Suncor Energy  Inc.,31.85,49.9B,49900000000,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su
MMC,"Marsh & McLennan Companies, Inc.",98.08,49.75B,49750000000,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc
WM,"Waste Management, Inc.",116.97,49.68B,49680000000,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/wm
ITW,Illinois Tool Works Inc.,152.05,49.53B,49530000000,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
APD,"Air Products and Chemicals, Inc.",223.64,49.23B,49230000000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
ICE,Intercontinental Exchange Inc.,86.6,48.83B,48830000000,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ice
EXC,Exelon Corporation,50.16,48.7B,48700000000,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/exc
RELX,RELX PLC,24.89,48.49B,48490000000,2015,Consumer Services,Publishing,https://www.nasdaq.com/symbol/relx
SMFG,Sumitomo Mitsui Financial Group Inc,6.95,48.35B,48350000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
BMO,Bank Of Montreal,75.65,48.32B,48320000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
KMI,"Kinder Morgan, Inc.",21.16,47.9B,47900000000,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
BAM,Brookfield Asset Management Inc,48.02,47.74B,47740000000,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/bam
KMB,Kimberly-Clark Corporation,137.79,47.37B,47370000000,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb
PGR,Progressive Corporation (The),80.36,46.93B,46930000000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pgr
MET,"MetLife, Inc.",49.09,46.65B,46650000000,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met
AON,Aon plc,193.52,46.55B,46550000000,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon
AIG,"American International Group, Inc.",53.32,46.38B,46380000000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
INFY,Infosys Limited,10.68,46.22B,46220000000,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
TRP,TC Energy Corporation,49.59,46.06B,46060000000,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp
HMC,"Honda Motor Company, Ltd.",25.84,45.47B,45470000000,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc
LVS,Las Vegas Sands Corp.,58.75,45.4B,45400000000,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs
UBS,UBS AG,11.66,45B,45000000000,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ubs
HCA,"HCA Healthcare, Inc.",131.09,44.87B,44870000000,2011,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hca
AEP,"American Electric Power Company, Inc.",90.9,44.85B,44850000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep
TGT,Target Corporation,86.72,44.43B,44430000000,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
ING,"ING Group, N.V.",11.08,43.16B,43160000000,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
