Symbol,Name,LastSale,MarketCap,MarketCap_Dollars,IPOyear,Sector,industry,Summary Quote
JFKKR,8i Enterprises Acquisition Corp,0.28,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkr
ABEOW,Abeona Therapeutics Inc.,0.85,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow
ACAMU,Acamar Partners Acquisition Corp.,10,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acamu
ACAMW,Acamar Partners Acquisition Corp.,0.75,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acamw
ACTTU,Act II Global Acquisition Corp.,10.11,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acttu
ADILW,"Adial Pharmaceuticals, Inc",0.25,n/a,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw
AGNCM,AGNC Investment Corp.,25.39,n/a,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncm
AGFSW,"AgroFresh Solutions, Inc.",0.013,n/a,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw
AIRTP,"Air T, Inc.",2.45,n/a,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtp
AIRTW,"Air T, Inc.",0.072,n/a,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtw
KERNW,Akerna Corp.,2.33,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/kernw
ALACR,Alberton Acquisition Corporation,0.2201,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacr
ALACU,Alberton Acquisition Corporation,10.4357,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacu
ALACW,Alberton Acquisition Corporation,0.1016,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacw
ALGRR,Allegro Merger Corp.,0.24,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr
ALGRU,Allegro Merger Corp.,10.51,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru
ALGRW,Allegro Merger Corp.,0.24,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw
AMRWW,"Alta Mesa Resources, Inc.",0.0099,n/a,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww
AMBCW,"Ambac Financial Group, Inc.",8,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw
AMCIU,AMCI Acquisition Corp.,10.17,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciu
AMCIW,AMCI Acquisition Corp.,0.29,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciw
AMRHW,"Ameri Holdings, Inc.",0.0853,n/a,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw
ANDAR,Andina Acquisition Corp. III,0.27,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.3,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.23,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw
APDNW,Applied DNA Sciences Inc,0.01,n/a,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
ACGLO,Arch Capital Group Ltd.,25.1256,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,24.15,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
ARTLW,"Artelo Biosciences, Inc.",0.851,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/artlw
ARYAU,ARYA Sciences Acquisition Corp.,10.67,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.5,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
AFHBL,"Atlas Financial Holdings, Inc.",9.5,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
ATISW,Attis Industries Inc.,0.2,n/a,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atisw
RILYG,"B. Riley Financial, Inc.",24.99,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.91,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",25.49,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.58,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYO,"B. Riley Financial, Inc.",25.1,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyo
RILYZ,"B. Riley Financial, Inc.",25.42,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
ZTEST,BATS BZX Exchange,10.1,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ztest
BNTCW,Benitec Biopharma Limited,0.0988,n/a,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw
BRPAR,Big Rock Partners Acquisition Corp.,0.19,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpar
BRPAU,Big Rock Partners Acquisition Corp.,10.65,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpau
BRPAW,Big Rock Partners Acquisition Corp.,0.1401,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpaw
BNGOW,"Bionano Genomics, Inc.",0.95,n/a,n/a,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bngow
BVXVW,BiondVax Pharmaceuticals Ltd.,1.0553,n/a,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxvw
BRACR,Black Ridge Acquisition Corp.,0.42,n/a,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/bracr
BRACU,Black Ridge Acquisition Corp.,10.8,n/a,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/bracu
BRACW,Black Ridge Acquisition Corp.,0.32,n/a,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/bracw
BLNKW,Blink Charging Co.,0.4769,n/a,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnkw
ITEQ,BlueStar Israel Technology ETF,38.61,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iteq
BOKFL,BOK Financial Corporation,25.73,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokfl
BWMCU,Boxwood Merger Corp.,10.37,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/bwmcu
BWMCW,Boxwood Merger Corp.,0.63,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/bwmcw
BHFAL,"Brighthouse Financial, Inc.",26.08,n/a,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhfal
BHFAP,"Brighthouse Financial, Inc.",26.48,n/a,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhfap
CSWCL,Capital Southwest Corporation,25.898,n/a,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswcl
CPTAG,Capitala Finance Corp.,25.1498,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptag
CPTAL,Capitala Finance Corp.,25.26,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptal
CELGZ,Celgene Corporation,0.6394,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celgz
APOPW,Cellect Biotechnology Ltd.,0.1668,n/a,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apopw
CLRBW,"Cellectar Biosciences, Inc.",0.03,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.06,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbz
CETXW,Cemtrex Inc.,0.011,n/a,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw
CFFAU,CF Finance Acquisition Corp.,10.35,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/cffau
CFFAW,CF Finance Acquisition Corp.,0.6,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/cffaw
CTACU,ChaSerg Technology Acquisition Corp.,10.42,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacu
CTACW,ChaSerg Technology Acquisition Corp.,0.75,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacw
CHEKW,Check-Cap Ltd.,0.041,n/a,n/a,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekw
CHEKZ,Check-Cap Ltd.,0.3,n/a,n/a,n/a,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekz
CIH,China Index Holdings Limited,3.52,n/a,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/cih
CTXRW,"Citius Pharmaceuticals, Inc.",0.22,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw
CMFNL,CM Finance Inc,25.52,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl
CNFRL,"Conifer Holdings, Inc.",21,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl
CNACR,Constellation Alpha Capital Corp.,0.23,n/a,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr
CNACW,Constellation Alpha Capital Corp.,0.08,n/a,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw
COWNL,Cowen Inc.,25.6841,n/a,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl
COWNZ,Cowen Inc.,25.54,n/a,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
CREXW,"Creative Realities, Inc.",0.4,n/a,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw
CRSAU,Crescent Acquisition Corp,10.05,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsau
CRSAW,Crescent Acquisition Corp,0.65,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsaw
CYRXW,"CryoPort, Inc.",14.9498,n/a,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CYTXZ,Cytori Therapeutics Inc.,0.0013,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz
DRIOW,DarioHealth Corp.,0.0173,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DSKEW,"Daseke, Inc.",0.2389,n/a,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DDMXW,DD3 Acquisition Corp.,0.3,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw
TACOW,"Del Taco Restaurants, Inc.",2.05,n/a,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DFBHU,DFB Healthcare Acquisitions Corp.,10.5,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu
DFBHW,DFB Healthcare Acquisitions Corp.,1.25,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw
DPHCU,DiamondPeak Holdings Corp.,10.04,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcu
DPHCW,DiamondPeak Holdings Corp.,0.8,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcw
DLPNW,"Dolphin Entertainment, Inc.",0.04,n/a,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw
EBAYL,eBay Inc.,26.475,n/a,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EDTXW,EdtechX Holdings Acquisition Corp.,0.28,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.46,n/a,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
NDRAW,ENDRA Life Sciences Inc.,0.61,n/a,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
ENTXW,Entera Bio Ltd.,0.59,n/a,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EVSIW,"Envision Solar International, Inc.",1.25,n/a,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsiw
ESTRW,"Estre Ambiental, Inc.",0.04,n/a,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VIDI,ETF Series Solutions Trust Vident International Equity Fund,24.122,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0129,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
FLMNW,Falcon Minerals Corporation,0.71,n/a,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
FDUSL,Fidus Investment Corporation,25.5968,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FDUSZ,Fidus Investment Corporation,25.68,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusz
FTACU,FinTech Acquisition Corp. III,10.75,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ftacu
FTACW,FinTech Acquisition Corp. III,1.65,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/ftacw
INBKL,First Internet Bancorp,25.62,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl
INBKZ,First Internet Bancorp,25.61,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkz
FPAYW,"FlexShopper, Inc.",0.35,n/a,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpayw
FMCIU,Forum Merger II Corporation,10.61,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciu
FMCIW,Forum Merger II Corporation,0.65,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciw
GFNSL,General Finance Corporation,25.71,n/a,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl
GLADD,Gladstone Capital Corporation,25.919,n/a,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladd
GAINL,Gladstone Investment Corporation,26.12,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainl
GAINM,Gladstone Investment Corporation,25.42,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainm
GBLIL,Global Indemnity Limited,26.16,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gblil
GBLIZ,Global Indemnity Limited,25.68,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbliz
GPAQU,Gordon Pointe Acquisition Corp.,10.65,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gpaqu
GPAQW,Gordon Pointe Acquisition Corp.,0.4,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gpaqw
GRSHU,"Gores Holdings III, Inc.",10.47,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/grshu
GRSHW,"Gores Holdings III, Inc.",1.4,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/grshw
GMHIU,"Gores Metropoulos, Inc.",10.5,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/gmhiu
GECCL,Great Elm Capital Corp.,25.03,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geccl
GECCM,Great Elm Capital Corp.,25.1257,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geccm
GECCN,Great Elm Capital Corp.,24.62,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geccn
GLACR,Greenland Acquisition Corporation,0.39,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glacr
GLACU,Greenland Acquisition Corporation,10.59,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glacu
GLACW,Greenland Acquisition Corporation,0.09,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glacw
GXGXU,GX Acquisiton Corp.,10.04,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/gxgxu
HJLIW,"Hancock Jaffe Laboratories, Inc.",0.2,n/a,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hjliw
HWCPL,Hancock Whitney Corporation,25.89,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hwcpl
HCAPZ,Harvest Capital Credit Corporation,25.43,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcapz
HYACU,Haymaker Acquisition Corp. II,10.1,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hyacu
HSAC,Health Sciences Acquisitions Corporation,9.95,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/hsac
HSACU,Health Sciences Acquisitions Corporation,10.57,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hsacu
HSACW,Health Sciences Acquisitions Corporation,n/a,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/hsacw
HCACU,Hennessy Capital Acquisition Corp. IV,10.35,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hcacu
HCACW,Hennessy Capital Acquisition Corp. IV,0.6,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hcacw
HCCHR,HL Acquisitions Corp.,0.33,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/hcchr
HCCHU,HL Acquisitions Corp.,10.54,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/hcchu
HCCHW,HL Acquisitions Corp.,0.2699,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/hcchw
TWNKW,"Hostess Brands, Inc.",1.81,n/a,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnkw
IBKCN,IBERIABANK Corporation,26.07,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkcn
IBKCO,IBERIABANK Corporation,27.3,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,27.5,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkcp
IMACW,"IMAC Holdings, Inc.",0.73,n/a,n/a,2019,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/imacw
IMRNW,Immuron Limited,1.61,n/a,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrnw
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.03,n/a,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/ieaww
JASNW,"Jason Industries, Inc.",0.0047,n/a,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw
KBLMR,KBL Merger Corp. IV,0.2,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.6,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.1598,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw
KTOVW,Kitov Pharma Ltd.,0.13,n/a,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw
LCAHW,"Landcadia Holdings II, Inc.",0.85,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/lcahw
LACQU,Leisure Acquisition Corp.,10.47,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.65,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw
LFACU,LF Capital Acquistion Corp.,10.4,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu
LFACW,LF Capital Acquistion Corp.,0.31,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw
LINDW,Lindblad Expeditions Holdings Inc. ,6.61,n/a,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw
LMFAW,"LM Funding America, Inc.",0.0196,n/a,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOACR,Longevity Acquisition Corporation,0.2,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.32,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.13,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
MFINL,Medallion Financial Corp.,26.25,n/a,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MDGSW,Medigus Ltd.,0.5297,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MMDMR,Modern Media Acquisition Corp.,0.315,n/a,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,11.99,n/a,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.28,n/a,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmw
MNCLU,Monocle Acquisition Corporation,10.28,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclu
MNCLW,Monocle Acquisition Corporation,0.37,n/a,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclw
MRCCL,Monroe Capital Corporation,25.1,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mrccl
MTFBW,Motif Bio plc,0.0509,n/a,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MUDSU,Mudrick Capital Acquisition Corporation,10.47,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu
MUDSW,Mudrick Capital Acquisition Corporation,0.46,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw
MYNDW,"MYnd Analytics, Inc.",0.1003,n/a,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw
NESRW,National Energy Services Reunited Corp.,0.8,n/a,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw
NGHCZ,National General Holdings Corp,25.82,n/a,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz
NHLDW,National Holdings Corporation,0.2,n/a,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw
JSM,Navient Corporation,20.83,n/a,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
NEBUU,Nebula Acquisition Corporation,10.27,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NEBUW,Nebula Acquisition Corporation,0.9033,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw
NUROW,"NeuroMetrix, Inc.",0.0389,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
NEWTI,Newtek Business Services Corp.,25.7,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newti
NEWTZ,Newtek Business Services Corp.,26.4944,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NXTDW,NXT-ID Inc.,0.0398,n/a,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
OCSLL,Oaktree Specialty Lending Corporation,25.3375,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsll
OPINI,Office Properties Income Trust,25.01,n/a,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opini
OFSSL,OFS Capital Corporation,25.3,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssl
OFSSZ,OFS Capital Corporation,25.372,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssz
OSBCP,"Old Second Bancorp, Inc.",10.83,n/a,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbcp
ONTXW,"Onconova Therapeutics, Inc.",0.1498,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontxw
OPESU,Opes Acquisition Corp.,10.41,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesu
OPESW,Opes Acquisition Corp.,0.24,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesw
OPGNW,"OpGen, Inc.",0.1927,n/a,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgnw
OTLKW,"Outlook Therapeutics, Inc.",0.1443,n/a,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/otlkw
OXBRW,Oxbridge Re Holdings Limited,0.021,n/a,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbrw
OXSQL,Oxford Square Capital Corp.,25.5699,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsql
OXSQZ,Oxford Square Capital Corp.,24.9577,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsqz
PAVMW,PAVmed Inc.,0.325,n/a,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmw
PAVMZ,PAVmed Inc.,0.42,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmz
PCIMU,"PCI Media, Inc.",n/a,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcimu
WRLSR,Pensare Acquisition Corp.,0.2,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsr
WRLSU,Pensare Acquisition Corp.,10.7,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsu
